信号日期,盘前检查时间,交易动作,策略信号动作,股票代码,股票名称,收盘价,当前权重,目标权重,权重变化,动量分数,当日排名,持有天数,成交价口径,最大成交参与率,执行风险提示,连续模拟说明,观察理由,策略参数
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.601991,大唐发电,9.18,0.00%,0.00%,0.00%,0.2821,1,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300620,光库科技,320.02,0.00%,0.00%,0.00%,0.2650,2,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.600487,亨通光电,83.12,0.00%,0.00%,0.00%,0.1975,3,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.688498,源杰科技,1206.91,0.00%,0.00%,0.00%,0.1593,4,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300408,三环集团,134.46,0.00%,0.00%,0.00%,0.1499,5,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.601138,工业富联,80.01,0.00%,0.00%,0.00%,0.1433,6,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300394,天孚通信,457.00,0.00%,0.00%,0.00%,0.1235,7,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.601869,长飞光纤,408.74,0.00%,0.00%,0.00%,0.1231,8,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.002353,杰瑞股份,148.09,0.00%,0.00%,0.00%,0.1047,9,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300757,罗博特科,650.59,0.00%,0.00%,0.00%,0.0898,11,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300308,中际旭创,1191.81,0.00%,0.00%,0.00%,0.0805,13,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300750,宁德时代,433.89,0.00%,0.00%,0.00%,0.0780,14,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.601088,中国神华,48.24,0.00%,0.00%,0.00%,0.0768,15,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.600105,永鼎股份,49.62,0.00%,0.00%,0.00%,0.0722,16,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300433,蓝思科技,41.23,0.00%,0.00%,0.00%,0.0715,17,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.300502,新易盛,747.00,0.00%,0.00%,0.00%,0.0671,18,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SZ.002028,思源电气,206.27,0.00%,0.00%,0.00%,0.0627,19,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-02,2026-06-03 07:30,候选观察,候选观察,SH.600522,中天科技,42.89,0.00%,0.00%,0.00%,0.0595,20,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
