信号日期,盘前检查时间,交易动作,策略信号动作,股票代码,股票名称,收盘价,当前权重,目标权重,权重变化,动量分数,当日排名,持有天数,成交价口径,最大成交参与率,执行风险提示,连续模拟说明,观察理由,策略参数
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.300058,蓝色光标,17.96,0.00%,0.00%,0.00%,0.0703,7,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.002353,杰瑞股份,147.00,0.00%,0.00%,0.00%,0.0703,8,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.002028,思源电气,216.00,0.00%,0.00%,0.00%,0.0622,9,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.300433,蓝思科技,41.83,0.00%,0.00%,0.00%,0.0585,10,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SH.601138,工业富联,73.75,0.00%,0.00%,0.00%,0.0491,11,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.300750,宁德时代,420.10,0.00%,0.00%,0.00%,0.0427,12,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SH.600900,长江电力,27.77,0.00%,0.00%,0.00%,0.0412,13,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.300274,阳光电源,174.00,0.00%,0.00%,0.00%,0.0404,14,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SH.603256,宏和科技,181.94,0.00%,0.00%,0.00%,0.0378,15,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SH.688347,华虹公司,222.90,0.00%,0.00%,0.00%,0.0377,16,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SH.600036,招商银行,38.20,0.00%,0.00%,0.00%,0.0341,17,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.300308,中际旭创,1130.00,0.00%,0.00%,0.00%,0.0339,18,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SZ.300502,新易盛,679.82,0.00%,0.00%,0.00%,0.0316,19,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-01,2026-06-02 07:30,候选观察,候选观察,SH.600487,亨通光电,75.56,0.00%,0.00%,0.00%,0.0293,20,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
