信号日期,盘前检查时间,交易动作,策略信号动作,股票代码,股票名称,收盘价,当前权重,目标权重,权重变化,动量分数,当日排名,持有天数,成交价口径,最大成交参与率,执行风险提示,连续模拟说明,观察理由,策略参数
2026-06-04,2026-06-05 07:30,关注卖出,候选观察,SH.600584,长电科技,80.08,4.62%,0.00%,-4.62%,-0.0550,91,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-04持仓4.62%调整到0.00%,动量分数跌破持有阈值；排名跌出持有前20；已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,关注卖出,候选观察,SH.688347,华虹公司,244.00,2.85%,0.00%,-2.85%,-0.0226,62,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-04持仓2.85%调整到0.00%,动量分数跌破持有阈值；排名跌出持有前20；已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.600487,亨通光电,97.87,0.00%,0.00%,0.00%,0.3886,1,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.601869,长飞光纤,455.89,0.00%,0.00%,0.00%,0.2303,2,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.600549,厦门钨业,63.73,0.00%,0.00%,0.00%,0.2162,3,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.688498,源杰科技,1373.90,0.00%,0.00%,0.00%,0.2029,4,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.600522,中天科技,46.06,0.00%,0.00%,0.00%,0.1367,5,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.002436,兴森科技,40.87,0.00%,0.00%,0.00%,0.1247,6,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.600105,永鼎股份,54.29,0.00%,0.00%,0.00%,0.1187,7,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SH.603986,兆易创新,529.31,0.00%,0.00%,0.00%,0.0959,9,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.300620,光库科技,319.26,0.00%,0.00%,0.00%,0.0897,10,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.002384,东山精密,237.80,0.00%,0.00%,0.00%,0.0858,11,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.000725,京东方Ａ,6.15,0.00%,0.00%,0.00%,0.0827,13,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.300502,新易盛,775.94,0.00%,0.00%,0.00%,0.0802,14,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.000657,中钨高新,74.33,0.00%,0.00%,0.00%,0.0777,15,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.000100,TCL科技,4.92,0.00%,0.00%,0.00%,0.0719,17,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-04,2026-06-05 07:30,候选观察,候选观察,SZ.300308,中际旭创,1280.00,0.00%,0.00%,0.00%,0.0685,18,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
