信号日期,盘前检查时间,交易动作,策略信号动作,股票代码,股票名称,收盘价,当前权重,目标权重,权重变化,动量分数,当日排名,持有天数,成交价口径,最大成交参与率,执行风险提示,连续模拟说明,观察理由,策略参数
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SH.688256,寒武纪,1391.50,0.00%,0.00%,0.00%,0.5294,10,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.300433,蓝思科技,40.23,0.00%,0.00%,0.00%,0.5062,11,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.300274,阳光电源,190.09,0.00%,0.00%,0.00%,0.4537,13,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.300308,中际旭创,1197.99,0.00%,0.00%,0.00%,0.3995,14,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.000988,华工科技,165.63,0.00%,0.00%,0.00%,0.3943,15,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.301308,江波龙,546.93,0.00%,0.00%,0.00%,0.3928,16,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.300394,天孚通信,447.56,0.00%,0.00%,0.00%,0.3889,17,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.002938,鹏鼎控股,106.00,0.00%,0.00%,0.00%,0.3734,18,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.002156,通富微电,69.30,0.00%,0.00%,0.00%,0.3551,19,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-05-28,2026-05-29 07:30,候选观察,候选观察,SZ.000725,京东方Ａ,5.68,0.00%,0.00%,0.00%,0.3492,20,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom20@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
